,11H,11T,15H,15T,16H,16T,24H,24T,29H,29T,31H,31T,32H,32T,35H,35T,36H,36T,38H,38T,40H,40T
HMDB0003450,7.3341851234436035,6.019195556640625,6.492422580718994,6.399194240570068,6.2485809326171875,6.227924346923828,7.151559829711914,6.018092632293701,6.157389163970947,7.856083393096924,6.4021453857421875,6.501804828643799,6.580334663391113,9.791747093200684,6.807847023010254,6.059279441833496,7.098380088806152,6.457045555114746,7.137893199920654,6.094933032989502,6.17488431930542,7.255081653594971
HMDB0003948,10.019339561462402,9.154160499572754,9.983696937561035,9.302295684814453,9.803275108337402,9.213214874267578,10.457295417785645,9.705412864685059,10.035144805908203,10.621195793151855,10.294710159301758,10.163612365722656,10.204080581665039,10.469724655151367,10.21874713897705,10.11036491394043,10.276021957397461,10.175759315490723,9.90646743774414,9.54046630859375,10.2779541015625,10.319039344787598
HMDB0003712,9.912834167480469,8.93411636352539,9.865513801574707,9.16687297821045,9.603663444519043,9.024819374084473,10.385821342468262,9.506843566894531,9.908258438110352,10.355195045471191,10.195794105529785,10.118820190429688,10.110958099365234,10.2363920211792,10.079324722290039,9.93490219116211,10.1295166015625,9.935234069824219,9.772424697875977,9.372062683105469,10.139653205871582,10.061628341674805
HMDB0003945,10.386248588562012,9.445115089416504,10.322514533996582,9.590103149414062,10.120904922485352,9.555832862854004,10.784089088439941,9.989304542541504,10.291159629821777,10.831665992736816,10.567703247070312,10.34124755859375,10.48047161102295,10.805346488952637,10.503844261169434,10.331255912780762,10.585099220275879,10.47668170928955,10.248427391052246,9.831976890563965,10.529165267944336,10.537381172180176
HMDB0003949,10.019339561462402,9.154160499572754,9.983696937561035,9.302295684814453,9.803275108337402,9.213214874267578,10.457295417785645,9.705412864685059,10.035144805908203,10.621195793151855,10.294710159301758,10.163612365722656,10.204080581665039,10.469724655151367,10.21874713897705,10.11036491394043,10.276021957397461,10.175759315490723,9.90646743774414,9.54046630859375,10.2779541015625,10.319039344787598
HMDB0001090,-0.936955451965332,0.08374786376953125,-0.8176641464233398,-1.099846363067627,-0.3202342987060547,-0.047118186950683594,-0.608698844909668,0.10753822326660156,0.30313682556152344,0.7875685691833496,0.24779701232910156,0.4236326217651367,0.2865886688232422,1.3994197845458984,0.5158538818359375,0.5433034896850586,-0.04651832580566406,0.27834510803222656,-0.5222406387329102,0.3762931823730469,0.23664188385009766,0.7595834732055664
HMDB0001188,-0.8263521194458008,-1.3668079376220703,-2.1438331604003906,0.1214609146118164,-1.2849340438842773,-1.8605895042419434,-1.216135025024414,-0.9533767700195312,-1.3110589981079102,-1.543163776397705,-2.4161977767944336,-0.8469476699829102,-0.8134040832519531,0.18300628662109375,-0.9651956558227539,-1.2202343940734863,-1.2449274063110352,-0.8697185516357422,-0.2979450225830078,-0.6174945831298828,-0.8149633407592773,-0.8811740875244141
HMDB0000023,0.7121734619140625,0.8953094482421875,0.2678108215332031,0.0006227493286132812,0.26810646057128906,0.7488908767700195,-0.057422637939453125,1.0716180801391602,0.7770118713378906,0.9549741744995117,-0.2906455993652344,0.5654706954956055,0.43886661529541016,-0.2923727035522461,-0.0329132080078125,0.8266544342041016,0.3784170150756836,0.032790184020996094,0.22788715362548828,0.1280841827392578,0.19014358520507812,-0.042613983154296875
HMDB0001052,0.5473489761352539,0.6039752960205078,1.4027938842773438,1.6273441314697266,1.3467416763305664,0.6858930587768555,1.911752700805664,0.7203569412231445,0.46994781494140625,1.2351980209350586,1.8434438705444336,1.286935806274414,0.7905902862548828,1.646078109741211,1.1200389862060547,0.8920497894287109,0.9146699905395508,1.8702507019042969,0.7086448669433594,1.4818143844604492,1.1224031448364258,1.596200942993164
HMDB0000002,1.6221818923950195,-0.3288564682006836,1.468942642211914,1.5416722297668457,-0.11336231231689453,8.392333984375e-05,1.483933925628662,0.9323062896728516,1.441347599029541,1.2371587753295898,-0.07293987274169922,1.278162956237793,0.897303581237793,1.755629062652588,0.9906997680664062,1.551558494567871,1.3409509658813477,0.5547122955322266,0.9421701431274414,1.488800048828125,0.7390985488891602,1.244307518005371
HMDB0013593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMDB0000898,-0.7325325012207031,0.24947071075439453,-1.1313457489013672,1.6621389389038086,-0.32619571685791016,1.0783452987670898,-0.9462490081787109,0.8472223281860352,-0.5302467346191406,0.6096601486206055,-1.4000968933105469,-0.4107227325439453,-0.9390268325805664,-1.5197839736938477,-0.7788190841674805,-0.2696380615234375,-0.45322322845458984,-0.8166818618774414,-0.8471994400024414,-0.19875431060791016,-0.6173810958862305,-0.33965015411376953
HMDB0000699,-1.599888801574707,2.722820281982422,-0.8274927139282227,2.680666923522949,-0.04389381408691406,3.139063835144043,-2.9199953079223633,-0.2943134307861328,-0.30220603942871094,0.9380102157592773,-1.530430793762207,0.5687699317932129,-1.5125837326049805,-0.8365116119384766,-2.1272172927856445,1.626338005065918,-2.605013370513916,1.6897354125976562,-1.2224578857421875,4.160309791564941,-2.0326337814331055,0.5808134078979492
HMDB0006875,8.345405578613281,6.009283542633057,8.382381439208984,6.302905559539795,7.455112934112549,6.227924346923828,9.498638153076172,6.270249843597412,6.003138542175293,7.02236270904541,8.621794700622559,6.43389892578125,7.512027263641357,7.613111972808838,8.529437065124512,6.408324718475342,8.867921829223633,6.794013023376465,8.204244613647461,5.972560405731201,8.695610046386719,6.333932399749756
HMDB0001301,-2.4991025924682617,-0.6922979354858398,-2.7401885986328125,0.48715877532958984,-2.231342315673828,0.08916759490966797,-3.552845001220703,-0.6084871292114258,-1.6344318389892578,-3.1231307983398438,-2.216799736022949,-0.9950962066650391,-1.9997320175170898,-2.326263427734375,-2.7075366973876953,1.2495975494384766,-2.3312950134277344,-1.9904890060424805,-2.4691085815429688,-0.3669619560241699,-2.6609888076782227,-1.4775638580322266
