,symbol,hmdb_id,name
227,EPHA2,HMDB0247869,"[(2S,3R,4R,5R)-5-(6-Aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate"
228,EPHA2,HMDB0001341,ADP
229,EPHA2,HMDB0250761,D-Gulose
230,EPHA2,HMDB0248139,Alisertib
231,EPHA2,HMDB0252437,Foretinib
232,EPHA2,HMDB0015384,Dasatinib
233,EPHA2,HMDB0251590,Dorsomorphin
234,EPHA2,HMDB0000803,beta-N-Acetylglucosamine
235,EPHA2,HMDB0000492,Chloride ion
236,EPHA2,HMDB0003966,Selenomethionine
237,EPHA2,HMDB0000169,D-Mannose
238,EPHA2,HMDB0248228,2-(Acetylamino)-2-deoxy-alpha-D-mannopyranose
239,EPHA2,HMDB0000588,Sodium
240,EPHA2,HMDB0006049,O-Phosphotyrosine
241,EPHA2,HMDB0248355,Phosphoaminophosphonic acid-adenylate ester
242,EPHA2,HMDB0247152,"Staurosporine, from Streptomyces species"
243,EPHA2,HMDB0250854,Danusertib
244,EPHA2,HMDB0015595,Nilotinib
334,CLCN4,HMDB0002496,"N-[(3a,5b,7a)-3-hydroxy-24-oxo-7-(sulfooxy)cholan-24-yl]-Glycine"
335,CLCN4,HMDB0246552,"D-Glucose, 4-O-beta-D-galactopyranosyl-"
336,CLCN4,HMDB0000492,Chloride ion
337,CLCN4,HMDB0001485,Octane
338,CLCN4,HMDB0037138,Maltodextrin
339,CLCN4,HMDB0059886,Pentadecane
340,CLCN4,HMDB0001448,Sulfate
440,AXL,HMDB0247668,Fedratinib
441,AXL,HMDB0015384,Dasatinib
442,AXL,HMDB0246179,"N-(2-(Diethylamino)ethyl)-5-((5-fluoro-2-oxoindolin-3-ylidene)methyl)-2,4-dimethyl-1H-pyrrole-3-carboxamide"
443,AXL,HMDB0000464,Calcium
444,AXL,HMDB0259404,"1-[(trans-4-Aminocyclohexyl)methyl]-N-Butyl-3-(4-Fluorophenyl)-1h-Pyrazolo[3,4-D]pyrimidin-6-Amine"
